VAR_NAME,DESCRIPTION,LOCATION,FORM,PART,LINE,DATABASE_TABLE,DATA_TYPE,SCOPE,PRODUCTION_RULE,XPATH,XSD_VERSIONS,REQUIRED,NOTES,LAST_UPDATE
DADAZIP,USAddress - ZIPCd,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/USAddress/ZIPCd,2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,
DADAZIPCODE,USAddress - ZIPCode,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionOfAssetsDetail/USAddress/ZIPCode,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;,NA,NA,
DITAADFOADLI1,Address Foreign - AddressLine1,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/AddressLine1,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADFOADLI2,Address Foreign - AddressLine2,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/AddressLine2,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADFOCIIT,Address Foreign - City,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/City,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADFOCOOU,Address Foreign - Country,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/Country,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADFOPOCO,Address Foreign - Postal code,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/PostalCode,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DTAFPOSTATE,Province or state,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressForeign/ProvinceOrState,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADADLIIN1,Address US - AddressLine1,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressUS/AddressLine1,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAADADLIIN2,Address US - AddressLine2,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressUS/AddressLine2,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DISTABADDCIT,Address US - City,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressUS/City,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DISTABADDSTA,Address US - State,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressUS/State,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DTAZIPCODE,Address US - ZIPCode,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/AddressUS/ZIPCode,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITADAOFDIIS,Date of distribution,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/DateOfDistribution,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITADEOFASSS,Description of asset(s) distributed or transactional expenses paid,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/DescriptionOfAsset,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAEIINN,EIN of recipient (if tax-exempt),IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/EIN,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DISTABOFAASS,Fair market value of asset(s) distributed or amount of transactional expenses,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/FMVOfAsset,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAIRRCCSSE,IRC code section of recipient(s) (if tax-exempt) or type of entity ,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/IRCSection,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DITAMEOFDEET,Method of determining FMV for asset(s) distributed or transactional expenses,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/MethodOfFMVDetermination,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DTNBBNLINE11,fair market value of asset(s) distributed or amount of transactional expenses,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/NameBusiness/BusinessNameLine1,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DTNBBNLINE22,Name Business - BusinessNameLine2,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/NameBusiness/BusinessNameLine2,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
DISTABNAMPER,Disposition Table - Name - Person,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/DispositionTable/NamePerson,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
EMPLOYSUCCES,Become an employee of; or independent contractor for; a successor or transferee organization?,IRS990ScheduleN-PART-01-LINE-2b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessor,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
EMPLOYSUCCES2,Become an employee of; or independent contractor for; a successor or transferee organization?,IRS990ScheduleN-PART-02-LINE-2b,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessor2,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;2009v1.1;2009v1.10;2009v1.2;2009v1.3;2009v1.4;2009v1.5;2009v1.6;2009v1.7;2009v1.8;2009v1.9;2010v1.0;2010v2.0;2010v3.0;2010v3.1;2010v3.2;2010v3.3;2010v3.4;2010v3.5;2010v3.6;2010v3.7;2011v1.4;2012v3.0;,NA,NA,
EMPLSUCCINDN,Become an employee of; or independent contractor for; a successor or transferee organization?,IRS990ScheduleN-PART-02-LINE-2b,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessor2Ind,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,
EMPLOYSUCCES,Become an employee of; or independent contractor for; a successor or transferee organization?,IRS990ScheduleN-PART-01-LINE-2b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/EmployeeOfSuccessorInd,2013v1.0;2013v2.0;2013v3.0;2013v3.1;2013v4.0;2014v1.0;2014v2.0;2014v3.0;2014v4.0;2014v4.1;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0;,NA,NA,
EXPLANTEXTEX,Explanatory text,IRS990ScheduleN-PART-03,SN,PART-03,,,,PC,,/Return/ReturnData/IRS990ScheduleN/ExplanatoryText,2008v2.0;2008v2.1;2008v2.10;2008v2.11;2008v2.12;2008v2.13;2008v2.14;2008v2.2;2008v2.3;2008v2.4;2008v2.5;2008v2.6;2008v2.7;2008v2.8;2008v2.9;2009v1.0;,NA,NA,
AGNOGNOTNOTI,"If ""Yes;"" did the organization provide such notice?",IRS990ScheduleN-PART-01-LINE-5b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/AGNotified,2008v1.0;,NA,NA,
ASSETSDISTRI,Did the organization distribute its assets in accordance with its governing instruments?,IRS990ScheduleN-PART-01-LINE-3,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/AssetsDistributed,2008v1.0;,NA,NA,
BONDLIABDISC,Did the organization discharge or defease tax-exempt bond liabilities in accordance with the Internal Revenue Code and state laws?,IRS990ScheduleN-PART-01-LINE-7b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/BondLiabilitiesDischarged,2008v1.0;,NA,NA,
BONDSOOUTSTA,Did the organization have any tax-exempt bonds outstanding during the year?,IRS990ScheduleN-PART-01-LINE-7a,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/BondsOutstanding,2008v1.0;,NA,NA,
DATEOFLELETT,Date of letter,IRS990ScheduleN-PART-01-LINE-4b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/DateOfLetter,2008v1.0;,NA,NA,
DETERMLETTER,Did the organization request or receive a determination letter from EO Determinations that the organization's exempt status was terminated?,IRS990ScheduleN-PART-01-LINE-4a,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/DeterminationLetter,2008v1.0;,NA,NA,
DIREOFSUSUCC,Become a director or trustee of a successor or transferee organization?,IRS990ScheduleN-PART-01-LINE-2a,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/DirectorOfSuccessor,2008v1.0;,NA,NA,
EMPLOFSUSUCC,Become an employee of; or independent contractor for; a successor or transferee organization?,IRS990ScheduleN-PART-01-LINE-2b,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/EmployeeOfSuccessor,2008v1.0;,NA,NA,
LIABILPAIDAI,Did the organization discharge or pay all liabilities in accordance with state laws?,IRS990ScheduleN-PART-01-LINE-6,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiabilitiesPaid,2008v1.0;,NA,NA,
LITAADFOADLI1,Address Foreign - AddressLine1,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/AddressLine1,2008v1.0;,NA,NA,
LITAADFOADLI2,Address Foreign - AddressLine2,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/AddressLine2,2008v1.0;,NA,NA,
LITAADFOCIIT,Address Foreign - City,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/City,2008v1.0;,NA,NA,
LITAADFOCOOU,Address Foreign - Country,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/Country,2008v1.0;,NA,NA,
LITAADFOPOCO,Address Foreign - Postal code,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/PostalCode,2008v1.0;,NA,NA,
LTAFPOSTATE,Province or state,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressForeign/ProvinceOrState,2008v1.0;,NA,NA,
LITAADADLIIN1,Address US - AddressLine1,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressUS/AddressLine1,2008v1.0;,NA,NA,
LITAADADLIIN2,Address US - AddressLine2,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressUS/AddressLine2,2008v1.0;,NA,NA,
LIQTABADDCIT,Address US - City,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressUS/City,2008v1.0;,NA,NA,
LIQTABADDSTA,Address US - State,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressUS/State,2008v1.0;,NA,NA,
LTAZIPCODE,Address US - ZIPCode,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/AddressUS/ZIPCode,2008v1.0;,NA,NA,
LITADAOFDIIS,Date of distribution,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/DateOfDistribution,2008v1.0;,NA,NA,
LITADEOFASSS,Description of asset(s) distributed or transactional expenses paid,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/DescriptionOfAsset,2008v1.0;,NA,NA,
LITAEIINN,EIN of recipient (if tax-exempt),IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/EIN,2008v1.0;,NA,NA,
LIQTABOFAASS,Fair market value of asset(s) distributed or amount of transactional expenses,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/FMVOfAsset,2008v1.0;,NA,NA,
LITAIRRCCSSE,IRC code section of recipient(s) (if tax-exempt) or type of entity ,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/IRCSection,2008v1.0;,NA,NA,
LITAMEOFDEET,Method of determining FMV for asset(s) distributed or transactional expenses,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/MethodOfFMVDetermination,2008v1.0;,NA,NA,
LTNBBNLINE11,Name Business - BusinessNameLine1,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/NameBusiness/BusinessNameLine1,2008v1.0;,NA,NA,
LTNBBNLINE22,Name Business - BusinessNameLine2,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/NameBusiness/BusinessNameLine2,2008v1.0;,NA,NA,
LIQTABNAMPER,Liquidation Table - Name - Person,IRS990ScheduleN-PART-01,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/LiquidationTable/NamePerson,2008v1.0;,NA,NA,
OWNEOFSUSUCC,Become a direct or indirect owner of a successor or transferee organization?,IRS990ScheduleN-PART-01-LINE-2c,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/OwnerOfSuccessor,2008v1.0;,NA,NA,
RECEIVCOMPEN,Receive; or become entitled to; compensation or other similar payments as a result of the organization's liquidation; termination; or dissolution?,IRS990ScheduleN-PART-01-LINE-2d,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/ReceiveCompensation,2008v1.0;,NA,NA,
RETONOAGG,Is the organization required to notify the attorney general or other appropriate state official of its intent to dissolve?,IRS990ScheduleN-PART-01-LINE-5a,SN,PART-01,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartI/RequiredToNotifyAG,2008v1.0;,NA,NA,
DIREOFSUSUCC,Become a director or trustee of a successor or transferee organization?,IRS990ScheduleN-PART-02-LINE-2a,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartII/DirectorOfSuccessor,2008v1.0;,NA,NA,
DITAADFOADLI1,Address Foreign - AddressLine1,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartII/DispositionTable/AddressForeign/AddressLine1,2008v1.0;,NA,NA,
DITAADFOADLI2,Address Foreign - AddressLine2,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartII/DispositionTable/AddressForeign/AddressLine2,2008v1.0;,NA,NA,
DITAADFOCIIT,Address Foreign - City,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartII/DispositionTable/AddressForeign/City,2008v1.0;,NA,NA,
DITAADFOCOOU,Address Foreign - Country,IRS990ScheduleN-PART-02,SN,PART-02,,,,PC,,/Return/ReturnData/IRS990ScheduleN/Form990ScheduleNPartII/DispositionTable/AddressForeign/Country,2008v1.0;,NA,NA,
